Product Type,Product ID,Product URL,Image URL,Article Number
sneakers,gant-cp1575473,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/gant-cp1575473.html
sneakers,gola-cp1551610,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/gola-cp1551610.html
sneakers,victoria-shoes-cp1555323,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/victoria-shoes-cp1555323.html
sneakers,bagatt-cp1559265,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/bagatt-cp1559265.html
sneakers,steve-madden-cp1546444,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/steve-madden-cp1546444.html
sneakers,tommy-hilfiger-cp1568063,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/tommy-hilfiger-cp1568063.html
sneakers,tamaris-cp1501766,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/tamaris-cp1501766.html
sneakers,skechers-cp1537291,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/skechers-cp1537291.html
sneakers,tamaris-cp1501065,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/tamaris-cp1501065.html
sneakers,hoff-cp1532271,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/hoff-cp1532271.html
sneakers,piedi-nudi-cp1543843,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/piedi-nudi-cp1543843.html
sneakers,mustang-cp1550204,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/mustang-cp1550204.html
sneakers,gant-cp1550842,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/gant-cp1550842.html
sneakers,veja-cp1551708,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/veja-cp1551708.html
sneakers,voile-blanche-cp1553675,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/voile-blanche-cp1553675.html
sneakers,veja-cp1545453,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/veja-cp1545453.html
sneakers,gio-cp1506108,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/gio-cp1506108.html
sneakers,paul-green-cp1314197,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/paul-green-cp1314197.html
sneakers,paul-green-cp1314196,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/paul-green-cp1314196.html
sneakers,tommy-hilfiger-cp1364777,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/tommy-hilfiger-cp1364777.html
sneakers,paul-green-cp1268447,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/paul-green-cp1268447.html
